beta,pos_val,neg_val,pos_setup_secs,neg_setup_secs,pos_solve_secs,neg_solve_secs,pos_total_secs,neg_total_secs,pos_term_status,neg_term_status,pos_eigmax,neg_eigmax
0,2.033140208086241,-1.8871301268358038,30.124632835388184,12.602370023727417,13.873703956604004,13.320791006088257,59.83224010467529,26.689430952072144,OPTIMAL,OPTIMAL,9.939784184454307e-8,9.148957728637964e-8
1,2.033138344374439,-1.887131562375375,13.856131076812744,12.00210189819336,24.423264026641846,23.48375105857849,39.60357689857483,37.06865692138672,OPTIMAL,OPTIMAL,7.443844909564496e-8,6.960056056300579e-8
2,2.033136879482197,-1.8871317540637478,12.496164083480835,12.78079891204834,29.20470905303955,32.22387194633484,43.37500810623169,46.46776604652405,OPTIMAL,OPTIMAL,4.799006752904499e-8,6.642416898493e-8
3,2.033137715484589,-1.8871323785473646,12.245404958724976,12.351401090621948,40.75127196311951,43.42388606071472,54.794347047805786,57.09252905845642,OPTIMAL,OPTIMAL,5.8535184523970737e-8,5.182632882555619e-8
4,2.0331411507516215,-1.8871320349431124,13.323654890060425,12.821610927581787,55.35120487213135,60.701338052749634,70.53881692886353,75.56303191184998,OPTIMAL,OPTIMAL,1.0283280142926658e-7,5.830980815400329e-8
5,2.0331352820962887,-1.8871295935219718,13.879749059677124,13.902842044830322,64.31581091880798,64.36935305595398,80.2505750656128,80.23820400238037,OPTIMAL,OPTIMAL,2.732950239492241e-8,8.719119592815898e-8
6,2.0331393085197003,-1.8871332131758718,13.628376960754395,13.43355917930603,78.26438879966736,81.79779720306396,94.22036504745483,97.39547204971313,OPTIMAL,OPTIMAL,7.731075011578397e-8,4.2057164823091994e-8
7,2.0331382470118746,-1.88713119602267,14.373552083969116,13.63196611404419,96.0163938999176,104.5300190448761,112.85866689682007,120.72395205497742,OPTIMAL,OPTIMAL,6.47935988186656e-8,6.865800218757866e-8
8,2.0331365985743837,-1.887130190850439,13.809240818023682,14.215917825698853,116.9083149433136,123.13105988502502,133.3496389389038,140.06981301307678,OPTIMAL,OPTIMAL,4.409890519279681e-8,8.49096150274009e-8
9,2.033139691750186,-1.8871338906079054,14.349312782287598,14.78030014038086,119.29087090492249,146.3118908405304,136.51699686050415,163.63225102424622,OPTIMAL,OPTIMAL,8.14336187884464e-8,3.280075011437844e-8
10,2.0331359955169503,-1.8871343864936516,15.222797155380249,15.72799301147461,154.72503900527954,177.90103697776794,173.08059310913086,196.68753385543823,OPTIMAL,OPTIMAL,3.658083146485885e-8,2.7283885511153322e-8
